11386 entries
44 namespaces
9519 values

Namespace Global (10608 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	47F70F2F4BE88813FF8014A040C2C87C = "Dit is leuk!"
	2125B4B64A65F890F0CDE89B9F249875 = "Dit is mooi!"
	5885F34F4F250E7F815BF18163D2F617 = "Dit is mooi!"
	9C6A14FD4502AF37BA672C91C80DF2DC = "Dit is mooi!"
	850791354E075C0E0B47289C9E64882C = "Dit is echt interessant!"
	633235B24AD7857E205528B75C1FD456 = "Dit vertraagt mij enorm!"
	DB1FE9F047B64FB841A176B08C3A5991 = "Dit is zo kleverig!"
	6E31DF654634FBEA468C868B143A58EA = "Dit is zo raar!"
	AC5FA1A24575D62ACA37B38ED296BC77 = "Dit is de mobiele raffinaderij!"
	A92A54A24DBC59D4BAC5E8896CDF8A6C = "Dit is de meeste lol die ik tot nu toe vandaag heb!"
	9E69810A49E056BF9465E6BB5EE54563 = "Dit is de machine die u naar de grotten van Hoxxes IV <bold>brengt</>. Stap in zodra er een <bold>missie is geselecteerd</> en het hele team klaar is."
	E8BA26DD42FFD01525D48BA5C055F689 = "Dit is het juiste spul!"
	DE6250304E97BF75FB2CC0A7F3876C99 = "Dit is dorstwekend werk!"
	694253C24F6695F0133FE4B0C741419C = "Dit is nutteloos!"
	35A0868947017F965D756DA0C3DAEFF7 = "Dit is waar we het vloeibare morkiet raffineren!"
	93F7D1DB4FDF3C8D422DBC996AED9F34 = "Hier gooi je jouw container leeg als je vol zit!"
	E71118234E338E6F7CAA8CAA92424595 = "Dit is waardeloos!"
	421F88224087032B7CF65194D187767B = "Dit is je kans om extra MATRIX CORE te krijgen. We zien dit niet als een volwaardige missie. Meer als een kans voor onze trouwe werknemers om de kans te krijgen iets meer te verdienen. Voltooi de taak en oogst je beloning! 

... Graag gedaan!

Met vriendelijke groet,
Het bestuur"
	BC829182418A244EAD6EC182C63E35CA = "Dit werk is het maar beter waard!"
	88F06C46487CE7AB1CCED88B1AAA684F = "Aan deze taal wordt gewerkt"
	EAFAB45B487C38F682A1ED9DEBD7B4AD = "Deze kleine aanpassing vermindert de terugslag van het wapen en de spreiding per schot dit helpt je om opeenvolgende schoten te raken."
	EE78499A420340D5E3C351A7CA9977F7 = "Deze kleine aanpassing vermindert de terugslag van het wapen en de spreiding per schot dit helpt je om opeenvolgende schoten te raken."
	117C95504AF762F16DD1B5A4B48C6313 = "Dit ziet er leuk uit!"
	57D0D89E4DB426D756F9C5B471F79C18 = "Dit ziet er zo stoer uit!"
	668EEF3447BDB01C54232B9B4FBE5C25 = "Dit ziet er zo stoer uit!"
	9AF6650A42F70BE0B76C84872DB23DFF = "Dit ziet er lekker uit!"
	83C31E034D66F92866EBA89E2DDA6FB5 = "Dit ziet er raar uit!"
	1E1207414CC000EA869895B1EE4E8489 = "Deze machine vergruist het Kursiet van de geïnfecteerde vijanden!"
	5B0C48AC4D5E6932839177BC20AA744F = "Dit schroeit mogelijke een of twee baarden!"
	5906150D45C55697E0D1398FF0088E2D = "Deze missie is het enige dat tussen mij en mijn pensioen staat! Laten we ervoor gaan!"
	594E6C634D8FDB6DF12B6D83D1BEF5F6 = "Deze mod is niet bijgewerkt naar de huidige versie van het spel.
Weet je zeker dat je het wilt inschakelen?"
	8E22AD0A43C85806431545AB8D2D63A9 = "Dit moet gerepareerd worden!"
	7692BA1541BE2ECE6FD74EAEE9D1E8CC = "Hier moet gebouwd worden!"
	268F69AD4DBC79C9BBB84EBBABDA92EA = "Dit heeft reparatie nodig!"
	03118092426DBFFB25BCB3934A552484 = "Dit word nooit oud!"
	16B59AC64839C5F1A0387BAF6BBE1EA8 = "Dit word nooit oud!"
	219892F740C82FD897C94B8D866FF9BB = "Dit wordt nooit oud!"
	6B2CABAA4BCF24C511C73E9A06BE9D96 = "Dit word nooit oud!"
	E82E00FD4C14C99401B838AA50ADF4B5 = "Dit doel is al bereikt!"
	D2882AFD4187920AF56DEDB92EB743C7 = "Deze doet me aan thuis denken. Een set Blackreach Blondes, Lloyd!"
	434FA3FE40C240EE6D04ECB7B7FA3A84 = "Deze gaat uit naar Karl!"
	CE3DFC744B5EE559C2FF25ACC29B0FFE = "Deze overklok wordt geweldig!"
	F439749A4FEEBFD223B8219B5A58C8BE = "Deze pijpleiding is gerepareerd! Maar je zult alle problemen moeten oplossen voordat de raffinaderij kan verder gaan!"
	2AC6CCCA43C54D03BF4C0CAD77A3D774 = "Deze pijpleiding is gerepareerd, maar er zijn nog meer onopgeloste problemen!"
	A167A6EE4D919373CA6301A532ED504C = "Deze plek is bijna mooi vergeleken met de vorige keer."
	D578195A49FB4A241951029F2D52927A = "Deze krachtige launcher creëert een draad die alle <bold>teamleden kunnen rijden</>. Hij is ideaal om <bold>afstanden te overbruggen</> of om een grote hoogte te overwinnen. Hij kan ook worden gebruikt om <bold>directe toegang te krijgen tot mineralen op muren</>, aangezien je in staat bent om de mijne te maken terwijl je hangt. Druk op <use/> om <bold>de richting om te keren</> of <MoveForward/> om de remmen los te laten en <bold> sneller te bewegen</> als de helling het toelaat."
	D5A25787453F8A8C700003B2ED3B6AD3 = "Deze premium software update zorgt ervoor dat je camera prioriteit geeft aan doelen met een lagere gezondheid en voorkomt dat er meer sloten worden geplaatst dan nodig is. Dat is nog eens S⅃im ™!"
	440EAD2943ECF96D5600A3931D99390B = "Deze eigenschap heeft effect op de grote van het gebied. Met een groter AoE kan je meer vijanden bereiken."
	785AE80D4E65D8807DCFF28B730F8ECF = "Deze eigenschap bepaalt hoeveel keer per seconde een wapen kan worden afgeschoten."
	B62BB06149DF177A4FE5DAA2988E59D4 = "Dit spoorweggedeelte moet gebouwd worden!"
	747B66FA4DB55E8777A258B5BAA5A8EA = "Deze regio wordt gedomineerd door windgestraalde en dorre tunnels die tientallen kilometers onder de grond reiken. Door de bijzondere samenstelling van het omringende gesteente is er vrijwel geen vocht, wat resulteert in een van de droogste gebieden van de planeet. Omdat water zo kostbaar is, is de bewoonde natuur bijzonder agressief en vraatzuchtig voor alle vloeistoffen die zich in hun prooi bevinden."
	231A375F4DD4E93C04565FBFDEF8A68A = "Ik zweer het, deze roestige ruimte bak..."
	63A4AAA44E09B42D9C89D9935D2B9D11 = "Deze rommel is gevaarlijk!"
	8690EFE3478771AEEEE51F9571F63607 = "Dit zorgt wel voor opschudding!"
	71AE8657438EA8B001BD33BD5220D388 = "Dit moet werken!"
	EB12AF7D45186946415BBD97C71E550E = "Deze keer gaan we achter de Ommoran Heartstone aan! Om deze te verkrijgen sturen we een zelfsturende Drilldozer. De Drilldozer zal zich automatisch richten op de Heartstone en jouw taak is om haar daar veilig te krijgen. Veel succes, mijnwerkers!"
	38A31BD747555C9A409CCAB358CBFCA0 = "Deze keer gaan we achter een Ommoran Heartstone aan! We sturen een zelfsturende Drilldozer om je te ondersteunen. De Drilldozer zal zich automatisch richten op de Heartstone. Aan jullie de taak om de Drilldozer te begeleiden en hem draaiende te houden. Succes mijnerwerkers!"
	A6BFF19D4F0A42DD5673DFAFCBF167F8 = "Deze unit verbindt de pijp segmenten!"
	DD5C1B154405725F18A31C8A5458309D = "Deze weg!"
	A165F5D043EDAC78664E9F8E95655C04 = "Dit houd ze wel tegen!"
	F21FC0CF453633F3450DF193FBEC5E4A = "Dit houdt ze wel weg!"
	717BA058411E5CE74AD1338E7AA0BF6A = "Dit houd ze wel tegen!"
	582B93374089CB4536D53980875CFB98 = "Dit houdt ze wel weg!"
	63D174AA4086E244ECA611817586DC6B = "Dit houdt ze wel weg!"
	8CFA2BAF4528CEA5145A6AA188B8BFC1 = "Dat zal geweldig passen bij mijn andere spullen!"
	27FEB7DC4B26902CD2E6108AAFFE2137 = "Dit zal je beschermen, maat!"
	F72793EE42FEFA4AE748A684EB4BC217 = "Dit zal ze weglokken!"
	269075CE42237E8F730BB0BD8AB3EAE9 = "Dit zal ze gek maken!"
	88CA09F14BC108DB79DAA8BB0BCC0CFF = "Dit.... *sniff*...ik....ik heb er geen woorden....grapje. Tijd om het af te ronden! "
	0F3A1A13401FFA1D0013C2B59EDE0D2D = "Doornenpot"
	53C97F8144683D1B99BA65BC5B7B72C5 = "Doornenpot!"
	3E8840EA400CB267175A56A9358132C8 = "Doornen"
	5204DA4D40446844B920D7977072F2C6 = "Doornen! Waarom moesten het doornen zijn!"
	E4C7555440CFBABAFF32AAB52C20C2A3 = "Doornige liaan"
	7613C99D438D971B3EBA43A77A236B07 = "Gevaar geëlimineerd! Goed gedaan, maten!"
	F0ED1D5A4EC2DB92397CE08AD71B89D5 = "Driepuntslanding"
	CE170A794C4598C9E938D3A2D60C9AC4 = "Drie-ronde cilinder met een langzamere herlaadtijd "
	A255123A4B0FB34CF19FE19AD45D2A47 = "Gooi een <bold>gloeistaaf</> "
	426C7CB443D60B06FEFC74BB16218CA7 = "Gooi een <bold>Granaat</>"
	5DC5353A4676BB728CDFDB9050074324 = "Gooiend"
	228FFFE8412471343DCD38A2538B7CB7 = "Burster!"
	AEB89F3040247BC5A3981DBA23988C1C = "Donder"
	A72866FA4FE328D7DD7F5084484DC7F1 = "Donderkop"
	2E2F326447D730B9946D0B8570DFCD62 = "Nauwere uitlijning van de loop"
	588219C44B3FA854B29B3B9F02346333 = "Tijd"
	B2CB735C4E2758F43514DDB7E6AAAF99 = "Tijd"
	7D3ECC6941A5B9B36579C3B532AFE83F = "Tijd voor een koud biertje als dit klaar is"
	84CCC74145080AE4745FCB937506C5D5 = "Tijd voor een dans les!"
	2175E83445EECF2638B4FFA6288B4338 = "Tijd voor een lichtshow!"
	3A4704F1477EBE6619327BA19F734466 = "Tijd voor een ronde ongediertebestrijding team. We hebben Dreadnought cocons op onze scanners en jij mag ze gaan uitroeien voor ze in iets ergers veranderen. Mijn advies: Neem genoeg munitie mee, ze kunnen tegen een stootje."
	41493DC74FA3DD1B6A703DB6B4A65A4C = "Tijd voor vuurwerk!"
	92CA3E4B4E3514AB473B06B16336AA0A = "Tijd voor wat actie!"
	EDA2A2424980FB835080ACA1ACA6F056 = "Tijd voor wat actie!"
	5006380E44D8D022512976A75F2B406B = "Tijd voor ons om de data te beveiligen!"
	6A2FFB1E4FED7518A729E0AE9688ACE5 = "De tijd is beperkt, dus schiet op!"
	A8D8917442A42E2FF92940B306C5BED3 = "Tijd die moet verstrijken voordat een effect of functie wordt geactiveerd"
	DEA5063F4DC950931F410980D9FE7B3B = "Tijd om wat goud te verzamelen!"
	307737EA417A6C3ACBBD658896F9314A = "Tijd om te verzamelen!"
	9F8B95494EDCF9BB83E751B9D761881D = "Ik moet storten!"
	01FF9EFF41C5CEED423C42992F3A8E16 = "Tijd om de verbandtrommel er weer bij te pakken."
	9650409A417476B00510CCAA0F89EAF2 = "Tijd om geld te verdienen!"
	C43B09F2493507CFECF18B9CFD632BFA = "Tijd om je loon binnen te halen, team. Er komt een grote zwerm onze kant op."
	861FC69F4B44C5AAFB56E7AAD1D185A1 = "Tijd om Molly te vinden!"
	1A89C60643D0E974653D5686356856FC = "Tijd om te smeden!"
	D62C67E7438D77CD0E72DEAC3E8D006C = "Tijd om te smeden!"
	7CFDA4D240216E6AA8E17988B043F287 = "Tijd om te vertrekken! Ik heb geen brandstof meer!"
	0F111D5B44A2291A0669148C7BC858E0 = "Tijd om te gaan werken!"
	F221F76C43A4C2C2AF1D4C858B5F6242 = "Tijd om te gaan trick-or-treaten!"
	DD6A6B55451BA0E5C5C6DE8FF2F15D80 = "Tijd om te slijpen!"
	DDA4743F48DFF4D9D590A09F19C0DA83 = "Tijd om die generator in stukken te hakken!"
	4AE91DA746F813E85D25C7BAE7ECEC2B = "Tijd om ervandoor te gaan, ga naar de transport capsule!"
	266E99B94698B95EC24507B847E270C0 = "Tijd om dit in de fik te steken!"
	7DA6C703412391691ED76C891F36979A = "Tijd om ruimte te maken in de kast!"
	925DEEC24DA9EE26EC9EF5B8F15C9CCD = "Tijd Molly een bezoekje te brengen!"
	B3D4086E43C7FD9D935ABCA60A115DB6 = "Tijd om te dobbelen met de dood!"
	B4B057594801202C3C46F89DA620B748 = "Tijd om deze oude geit uit de wei te zetten!"
	8237076144EB1A0F05A7FFA43553C363 = "Tijd om de beloningen te oogsten!"
	03502B9C4D892783CCD757A7B27EE451 = "Tijd voor bevoorrading!"
	36BBFC574090F759190710880A38DE17 = "Tijd om te laten zien waar ik van gemaakt ben!"
	E3AFE56D45CE7C17281010BA45097CDE = "Tijd om te laten zien uit wat voor steen ik ben gemaakt!"
	94CB0F2D4C0763D90A8082ABC8578EF0 = "Tijd om dobbelstenen te gooien!"
	D8932F2D432717EEE6BD668735C0EFDA = "Tijd om van aliens dunne, groene pasta te maken"
	149D7DEC4D45E19C086095980C9BA4B8 = "Tijd?? Ik zal je vertellen wanneer het "Tijd" is!"
	D1AF6CF84700887E1B218494B168CCAD = "Aantal Keer Neer Gegaan"
	F995C39841418E3A97380BBE89CC2DD9 = "Aantal keer flauwgevallen van de drank"
	BB1D02DE45FFAAD5760BB39F7543C13F = "Tip: Door met de rechtermuisknop op de server in de serverlijst te klikken, word je doorgestuurd naar het Steam-communityprofiel van de host."
	8BFCE0AF42E0944109E277AC48D44F11 = "Titanisch"
	355ADBCD4CD1DD1BF7A003A830E5DA3C = "Titanium versterking"
	67C7B7AA47CF6D61AA61D191B41B37ED = "Titel komt hier"
	B78835074149E010A9A4668880EEF17F = "Voor Karl!"
	0EAA862A4D14395060D94CB12C2C0EF3 = "Op Rots en Steen!"
	B57536EF4F5AD81D723B1288AD73EF42 = "Naar de herdenkingshal"
	698573A24AA3AC8D34024BA90288864C = "Op een succesvolle missie!"
	54A8176B41182B00D3BD7C83A6D32EE5 = "Naar de grotten hel met jou! En vertel ze maar dat ik je stuurd heb!"
	774DA7554A4DFED4F1B961A919D144E4 = "Op gevaar!"
	B390F0BA463DE7393FF668A6C55AE566 = "Op duisternis!"
	22C3BB204DE093DDD6CB909A357F80F7 = "Naar goud!"
	032D48EF45459E30EF0227AC62685F8C = "Aan kameraden, aan duisternis en aan het weer levend terugkomen!"
	2AA9E2F74BAC2584BF37F0897B8A1264 = "Om meerdere keren te selecteren, klikken en slepen... moet je mij niet beschuldigen, bedank unreal. Dubbelklik om de selectie ongedaan te maken."
	519FFC414FE15AD04B861D9EEA236FC3 = "Voor ons blijvend voorbestaan! ... Juist, ja, hahahah!"
	406AA8F2428166CBA11C4A802034CD9B = "Aan onze gevallen helden. Wij groeten u!"
	E87948544AB3CB99EE5427B074AFAE39 = "Op teamwerk! "
	EAE1DD63454C7FE343BE229577F79879 = "Op de rijken van weleer!"
	3022EA4C4227E1F1BF89DBA829D35686 = "Voor zover wij weten, zijn de rode woekerende lianen in de Boom der Leegte een recente ontwikkeling. Concurrerende organismen van mega-flora? Valt wel goed in de standaard van Hoxxes."
	7E4A4F574FF9312E41FD20AA51C5E7C2 = "Voor de gesneuvelden!"
	F2360E0C4B7B87A89C3C5597505223B0 = "Op de gesneuvelden!"
	74C8B570456A60B443517CACAD031FD2 = "Aan diegenen die verloren zijn!"
	EBA3C8014BEF7482D90B4E912EAFEB29 = "Vandaag zal mijn geluksdag zijn!"
	35E686514BF32F2284A0ABA9A12D2A41 = "Specialiteit van de dag"
	8858CDBF4BD864F504F7219952F28B9F = "HUD Omschakelen"
	488FC27F40A06DA3D001DF8593D87FFC = "Koplamp Aan/Uit"
	CE1E7035407A39C0633BAEAA958D1457 = "Schakel Laser aanwijzer in/uit"
	3F7CFC3144A81542C68A849897EB9446 = "Schakel terreinscanner in/uit"
	ADCA47A148A27288BCFDA0A5ADDCEC65 = "Tombe"
	D2974F1B4337A7D732DE4D9B9E50A35B = "Tong"
	B3C2F4C04FF9A6333F4CBC88B800ED3C = "Te Lang"
	F103DA4D4445D5D1AA5D4CA637A3692E = "Te Lang"
	2AFF9B0B46D680924B8F6190136293CD = "Te Scherp"
	EE28587B4D3B12FFA0F08583DBC8AB66 = "Te Scherp"
	262119B6487ED702B4577489D8C1C981 = "Te kort"
	BF273E374339E91A1352DFB3517C9492 = "Te Kort"
	39D8904C42D97AC7CFCCB3B6A00CFDC5 = "Te steil"
	59D83ECD4B236394136A6E8CD468BFA2 = "Te steil"
	0F688F7A4802CAC99A1401B160725D1D = "Te langzaam, slakken!"
	664EB263423D4A23477F798AFD842F46 = "Ik heb een lootbug gedood!"
	AAB77E3442217D7BFD1C18A169E58132 = "Ik heb een Zwermenr Drone uitgeschakeld!"
	17A9623745EA7401DBD036BA021FC921 = "Instrument van vernietiging"
	5CCE958B406EDA840A52C3AEF05D5DCC = "Gereedschap tip"
	599D384944FDA15DB039C693D4064B5C = "Gereedschap tip tekst"
	8FCADC544C151A58A158CDBAC22E343B = "Pak je gereedschap, mannen! Het is repareertijd!"
	A9BD62B44C8C4156417EBCA8213976AE = "Tandenknarser!"
	BA9FCE4A452F5AAA23A39288D1DCD23F = "Top knot"
	071A921C450D6A191D7EB2A85780BB08 = "Maximale Vuursnelheid"
	6F411380499242B76D7883AB909633D8 = "Top RoF schade bonus"
	BDA09B7249BD8E9278B5C0877A05233C = "Afgescheurd Glyphid Been"
	D57C093C44AD5009474B8B9419D0E50B = "Totaal"
	897D0C5D40979E06CA62A197408960DA = "Totale Munitie"
	3BD1C77543C2158DF8420E9482838DCC = "Totaal Aantal Ontgrendelde Speciale Bieren"
	B3B630454F842C00EEDA34ADDCAB670B = "Totale balans"
	4564690242B7FFA078155A8D5A273E47 = "Totaal gegeven fooien"
	B1BC59AB4687901FEB4DE8AC2B6552DE = "Totale Gevarenbonus: +{bonus}%"
	7FB06DEE435F06B24A275D8599047AFE = "Totale missie tijd"
	5F5B194E4D3131ED17D43490EDF002D5 = "Totaal aan rondjes die besteld zijn"
	80CB8C464B790B42DD5A71A977557B43 = "Totale aantal dranken geconsumeerd"
	42FF25B449A89A0977BB9E8B8723FC8C = "Totale punten:"
	0724A6224FB387788F73B88C283AC21B = "Volledig AcceptaBIJL!"
	55F5C76A44BF9B0EFEDFFF961C0EC1DE = "Giftige granaat!"
	72791B834CFD13D0718A6886960A8FA6 = "Giftige granaat! Blijf uit de buurt!"
	17C696094B44437EB8B3BDB356C2D19F = "Giftigheid"
	FFBFDE1F49E52CCF256C7C93A0034524 = "Spoor"
	82C1D8844B063FC6B430E78D0782D031 = "Handelen"
	93A5A13743855FA6CCA27DA1BA144F38 = "Transactie mandje"
	FBDB26F840D2C78841341A96D2A3F809 = "Handel middelen"
	1E12BE51496E0E6B644E809FA40113EF = "Handelspaneel Koers"
	3F0A066740567B287831749763160F12 = "Handels unie verzoekt om een herziening van de uitvoer van {Resource}"
	41A5E35F4CDDC757174DC4A253D197B8 = "Transacties kunnen niet worden teruggedraaid"
	435476CD45D4FAAC6919199672875FE8 = "Spoor"
	896D88144AB1426DD46078AC8D2CA771 = "Spoor"
	B97A66AB493FE993CF5B328F6B3CAAAA = "Verdovende kogels"
	03B97AF94FD4C5AC8519A28728398838 = "Overdracht voltooid! Een nieuw aandachtspunt is toevegevoegd aan de terreinscanner!"
	53B62DFF4412C060AA611DAC055B45AA = "Overdracht klaar! Terrein Scanner is geupdate!"
	EA9C27E848BEDD1762EB68AE0133FA12 = "Verzending voltooid! We hebben alle gegevens die we nodig hadden. Goed gedaan, team!"
	97049DE14436BCD280023184B1B8A42E = "Zendpaaltje"
	30CD5B95485D41BD5511FA85383198D5 = "Zendpaaltje!"
	A7F0572A4A74A558376D9EBCE7B14954 = "Zendpaaltje, komt er aan!"
	CDBC100647C0A08A13E91388AEF172F5 = "Zendpaaltje, komt er aan!"
	E99F314B4B5187229D3AB68AD955CDC1 = "Transportondersteuning! Nu!"
	2C38D51E4B7C9270C3C7678BE96371A8 = "Vervoer is onderweg. De Diepe Duik gaat verloopt vlot!"
	2BE8B2814B47077681751F9580C3A7D2 = "Valstrik is gereed!"
	AB673AC14B68A00B8ECDF09DCF8280C8 = "Valstrik is gereed!"
	3A34A1724AF6DFB95883CEA5D76E9F54 = "Landmijn geplaatst!"
	9516E93B47B6CBAB2EFF5891511E9D2A = "Landmijn geplaatst!"
	C7EF25F746EDA4249A3C5E95F9C748C8 = "Landmijn geplaatst!"
	1AA37313484E296C81A182B44FF53427 = "Val geplaatst!"
	83B4323941B7A826389FC1B83A342B5F = "Val geplaatst!"
	ADB63C044B508C645D8B6E9A06F1F769 = "Val geplaatst!"
	B21379424D65EA08E95C90A00A14D519 = "Overkruisen"
	E7A0073A4842F98E07D5B9AD67094B69 = "Overkruisen"
	72947AEB4B7990444239C3B3799BFA88 = "Oversteek gereedschap"
	978FF1A9416889CB0B3EA699219E9153 = "Trawler neer!"
	162E77024E2A980CB110359DC0EEA6FB = "Trawler! Dood het voordat het iemand grijpt!"
	5B7CB379451D628034795F86BF77E615 = "Bevende Stamp"
	C97257E846A915C04531ACAC5480A8BA = "Enorme golf"
	B936F0B74AC07CD6A71C80AC0B1A85A0 = "Loopgraaf"
	FC9A2D0548C32CEE0D7B83B40047F9FF = "Drie-kaak"
	2731FC3C48035E3DED21D2A8E24446E5 = "Drie-kaak neer!"
	E0C7866343E9635428C74A8956023954 = "Proefperiode is afgelopen!"
	2AC16FA946FE159B3D58CD8C8D795B36 = "Triangulatie op 50%."
	AB0FB7094A1866388416969422C6FACC = "Triangulatie op 75%. We zijn er bijna!"
	1726A8CA46E2344BC3CAB4A7FCAED5C7 = "Truc"
	24585C1D46FFD281571C26B603FEFA97 = "Snoep of je leven"
	F755BEC64BFEA695F0C953A464B38668 = "Snoep of je leven!"
	19105CCE4FC722B94C20159584B20160 = "Trick-or-treat jezelf voor een aantal VRESELIJKE goodies!"
	D8C3C5CE441A8D550DAA7BB27B0ABDD2 = "Trickle lading"
	03E6DCBF4EFF2F19BB08068D40943794 = "Trekker dicipline, jij walvis!"
	DC4D296640D9AA783BD7E680AE35B9C0 = "Mijn triggervinger jeukt weer"
	E86A665A44803B2637DFCC888EE92B86 = "Trim Dubbeldekker"
	912A8E8A4DD2BCF0AAF5E099AC3F1F27 = "Drie keer gefilterde brandstof"
	8CD2AAE4488F499A02A9BAB0136DF54B = "Drie keer gespleten lijn"
	F6C35F74429B480FCECEFBB77D997E09 = "Drievoudige Problemen"
	00ACCC7042C15E10987FC1B0229A2E3C = "Drievoudige Problemen - Bepantserd"
	D59951914BA894937DF8ADBA06AF05E5 = "Drievoudige Problemen - Verguld"
	DF5A4DE84B39971B42D746A4A1A584C8 = "Tritilyte storting"
	D7A5A68647883CA666662B931996A320 = "Tritilyte scherf"
	CB5A27304C1BD1B41C901595C94ECADA = "Tritilyte storting!"
	D20AA3B3443031EBAD1DCF9D07784BDA = "Trofeejager"
	37B1FA654556448659A31293F5E2DDBE = "Waar"
	BCDBEBFE42A7F30B113143BF15493809 = "Vertrouwd roestig"
	C2E3D7FE498026F6C66984AD7E96C512 = "Probeer dit keer niet te knipperen!"
	C8964B5C426454E37071E9AEC8F28B5F = "Probeer de Genezingscapsules te vernietigen zodra ze verschijnen"
	9705808640FB2A43DB29B0B91BC359AB = "Probeer bij te blijven!"
	FBDD6E2E4FDE7288FB2002B839614F16 = "Proberen om van een dwerg te ontsnappen die je kostbare mineralen wilt? Dat gaat niet gebeuren, insect."
	8040F61D483E03C188C39F81340B7285 = "Tumorous groei"
	2CAB58184A5F82FB4933B48BD6C24D90 = "Getunede koeler"
	F74083284F0C1321EA6ABA918D59E826 = "Wolfraam kogels"
	116D233D41509BF5069A109CAD6A3A08 = "Tungsteen!"
	3415CA6F42A3077063615085CD9DFA69 = "Wolfraam!"
